tip_label,species,latin,common,harem_size,male_weight,female_weight,male_length,female_length,IUCN_rating,Abundance,BreedingType,birth_mass,breeding_season_length,lactation_length,life_span_years,latitude,rel_birth_weight,log_male_weight,log_female_weight,Longevity,Generation_time,Age_primiparity,g2,CIlow,CIup,p_val,num_alleles_mean,num_alleles_mean.CIlow,num_alleles_mean.CIhigh,num_alleles_sd,num_alleles_sd.CIlow,num_alleles_sd.CIhigh,exp_het_mean,exp_het_mean.CIlow,exp_het_mean.CIhigh,exp_het_sd,exp_het_sd.CIlow,exp_het_sd.CIhigh,obs_het_mean,obs_het_mean.CIlow,obs_het_mean.CIhigh,obs_het_sd,obs_het_sd.CIlow,obs_het_sd.CIhigh,mean_allele_size_sd,mean_allele_size_sd.CIlow,mean_allele_size_sd.CIhigh,sd_allele_size_sd,sd_allele_size_sd.CIlow,sd_allele_size_sd.CIhigh,mean_allele_size_kurtosis,mean_allele_size_kurtosis.CIlow,mean_allele_size_kurtosis.CIhigh,sd_allele_size_kurtosis,sd_allele_size_kurtosis.CIlow,sd_allele_size_kurtosis.CIhigh,mean_allele_range,mean_allele_range.CIlow,mean_allele_range.CIhigh,sd_allele_range,sd_allele_range.CIlow,sd_allele_range.CIhigh,mratio_mean,mratio_mean.CIlow,mratio_mean.CIhigh,mratio_sd,mratio_sd.CIlow,mratio_sd.CIhigh,prop_low_afs_mean,prop_low_afs_mean.CIlow,prop_low_afs_mean.CIhigh,prop_low_afs_sd,prop_low_afs_sd.CIlow,prop_low_afs_sd.CIhigh,IAM_ratio,IAM_Wilc_Exc,TPM70_ratio,TPM70_Wilc_Exc,TPM80_ratio,TPM80_Wilc_Exc,TPM90_ratio,TPM90_Wilc_Exc,SMM_ratio,SMM_Wilc_Exc,nloc,nind,short,bot,neut,common_abbr
Odobenus_rosmarus,atlantic_walrus,Odobenus rosmarus,Walrus,5,1050,655,300,250,vulnerable,19e3,ice,63.4,50,730,40,75,0.08527236045729657,3.0211892990699383,2.871280972857973,14600,5530,1825,0.006908689228250164,-8.534545771537971e-4,0.01611336053664593,0.068,4.5609,4,5.1,2.0821062699299038,1.4943410647698898,2.6750389208902585,0.6123162907371267,0.5540507317759639,0.6665872831588776,0.2251134590220453,0.1614327018087279,0.2896798464440145,0.5825811507936508,0.49,0.6778253968253969,0.2423611952694028,0.16202380210234152,0.31940682009692656,1.5203677468782808,1.310676376926414,1.7230095563336545,0.913684419293207,0.7156363558498631,1.1126398388972776,4.07280324182241,2.797908541973561,5.875880327948384,3.2744301999201237,1.1153060357832172,5.77994739463898,4.997861111111111,4.2,5.8,2.8261741701442102,2.1627528381628154,3.5659243338317825,0.7961758077570578,0.7234682539682541,0.8760465367965369,0.1849582346522192,0.13243224913668475,0.237379836169712,0.16634675324675324,0.056589285714285786,0.28702876984126985,0.20368853142192492,0.12046621024077198,0.28290442423380374,0.9,0.00342,0.7,0.09668,0.6,0.1875,0.5,0.53906,0.1,0.99756,10,623,W,0.434,0.566,Walrus (W)
Callorhinus_ursinus,northern_fur_seal,Callorhinus ursinus,Northern Fur Seal,36.4,227,44.75,213,135,vulnerable,129e4,land,5.8,45,118,26,54.5,0.134648868253047,2.3560258571931225,1.6342252861200661,12775,4745,2007,0.00391097838321719,-0.002395891831119791,0.010203386926209472,0.108,7.80675,6.875,8.75,2.3511862557637633,1.407885953173359,3.2486260832190936,0.8024459730177803,0.7610010473487642,0.8461035592965256,0.20346749429086697,0.10635830317687384,0.3047725384539074,0.7352006448412698,0.6555295138888889,0.8194704861111111,0.27751688144404496,0.18580654916351497,0.36454388118096137,3.995979506523393,3.036176514839944,4.751614166704431,2.022946922894831,0.9403694829594003,3.3015324662751158,3.477464777688953,2.286921052318173,5.272969733147277,2.5401708624626007,0.6133938277075844,5.646113676093321,13.248098214285715,10.25,15.142857142857142,6.287623939981163,3.1814879439601875,8.036936273666546,0.6202981574169814,0.5362366956725872,0.7236632551476302,0.24336686645792832,0.16663401381306397,0.3110268510491475,0.23276418095793094,0,0.4551564754689754,0.21247891271415695,0,0.3086196165186216,0.875,0.09766,0.75,0.23047,0.75,0.37109,0.5,0.52734,0.125,0.99609,8,492,NFS,0.429,0.571,Northern Fur Seal (NFS)
Eumetopias_jubatus,stellers_sea_lion,Eumetopias jubatus,Steller Sea Lion,11.8,1e3,287.55,300,240.15,near threatened,78e3,land,21.1,45,320,30,57,0.07501555417296242,3,2.4491311333577364,11461,3650,2420,0.0030473952434229012,-0.0017173263476467466,0.007797671162192282,0.087,4.687769230769231,4.230769230769231,5.153846153846154,1.6330306829765162,1.224744871391589,2.100061049173669,0.6576017257510292,0.6081191950464396,0.6967662274086422,0.18778611427399478,0.13790192522773967,0.24182028821840967,0.6400374542124542,0.5580769230769231,0.7153846153846154,0.21577264086635672,0.15354756394528318,0.27850907777315176,1.5953368047145198,1.440962905947953,1.7819542245710762,0.8612114225296537,0.7386794819214436,1.0494414965966417,3.199242391292264,2.288820315695639,4.366713194782817,2.453578966070607,0.8771451601528919,4.723907541294875,5.015346153846154,4.3076923076923075,5.846153846153846,2.296011790728711,1.640825308284734,3.18645457329304,0.8248751210506018,0.7612477106227106,0.8820673076923077,0.2019640900617104,0.16984830658128408,0.24574597332906084,0.20898141025641026,0.11737179487179489,0.3089125457875458,0.1934427814394939,0.13729997520967466,0.2512669962684617,0.9230769230769231,0.00116,0.6923076923076923,0.05493,0.6153846153846154,0.1698,0.5384615384615384,0.47302,0.3076923076923077,0.98669,13,668,SSL,0.462,0.538,Steller Sea Lion (SSL)
Zalophus_californianus,california_sea_lion,Zalophus californianus,California Sea Lion,16.2,289,86,225,180,least concern,226e3,land,8.3,60,330,17,33,0.09595375722543353,2.4608978427565478,1.9370161074648142,11990,5307,2328,-9.140215626768367e-5,-0.00390980793302397,0.0039834374141870625,0.507,5.421461538461538,4.846153846153846,6,1.3274934306628816,0.8770580193070292,1.8010857692582416,0.7432510305450946,0.706210341086502,0.7753077452303457,0.0842814946142009,0.05134262523119716,0.12782266851621277,0.7405149267399267,0.6666452991452991,0.8145299145299145,0.14642820895628184,0.08822659406419132,0.20881561552576644,2.247348784346286,2.028939919961751,2.476282109502422,1.0951737039577634,0.7494773463577992,1.469912121069694,2.9135787315979753,2.2415408520573457,3.8058180747031694,1.7628949537302063,0.7631249644682228,3.381249155001794,6.993615384615385,6.153846153846154,7.924999999999999,3.4086233999513977,2.1387717993274356,5.060403376470126,0.7391836990992752,0.6725111373669066,0.8024091839533016,0.20494788401589786,0.15854274951519523,0.24486693370135287,0.2316004412254412,0.13479395604395603,0.3258882783882784,0.18632546868330924,0.12919660242968004,0.2424859205638206,0.9230769230769231,1.2e-4,0.6923076923076923,0.09546,0.6153846153846154,0.31775,0.5384615384615384,0.68225,0.23076923076923078,0.99664,13,347,CSL,0.554,0.446,California Sea Lion (CSL)
Zalophus_wollebaeki,galapagos_sea_lion,Zalophus wollebaeki,Galapagos Sea Lion,13.5,200,78,NA,NA,endangered,9900,land,4,180,545,20,0,0.05228758169934641,2.3010299956639813,1.8836614351536176,NA,3650,2285,-1.267359219306874e-4,-0.002495792416670347,0.002442044210383642,0.544,4.7164090909090906,4.318181818181818,5.090909090909091,1.897918671980641,1.4651985208426521,2.3600090267403484,0.6245587574663038,0.5894677033492823,0.6586124401913875,0.19605060776293845,0.15680247649600634,0.2367792020941602,0.6239454545454546,0.5666287878787879,0.6772727272727272,0.22779424323087183,0.17653468861945568,0.2746850833876735,1.6576931756519402,1.5132018263881621,1.8094633299593808,1.4946222425298425,1.2885762349377579,1.7151544358460762,3.7562110831675657,2.9411917398409093,4.825344755541994,2.7894698205555355,1.328034124743784,4.701914022925655,5.454638528138529,4.862500000000001,6.318560606060606,4.18476580509433,3.379552342535248,5.892499901742936,0.8394530448346318,0.788442069294342,0.8820771085366146,0.20695097105870155,0.17449248825242297,0.23915468403053264,0.26878279435211255,0.1965577036599765,0.342343647514102,0.2014565654458419,0.15405794556547292,0.24467351794383782,0.8181818181818182,2e-5,0.5454545454545454,0.53802,0.45454545454545453,0.85489,0.2727272727272727,0.99584,0.09090909090909091,1,22,781,GSL,0.214,0.786,Galapagos Sea Lion (GSL)
Arctocephalus_pusillus,australian_fur_seal,Arctocephalus pusillus,Australian Fur Seal,10.2,307,84,215.6,157.2,least concern,12e4,land,7.8,60,330,18,39,0.10176125244618395,2.4871383754771865,1.884512159190394,9691,3588,1095,0.012751348700343224,-0.014530554653658965,0.04237531706218656,0.173,4.696,4,5.4,2.320063963558256,1.5157417040255312,3.1634547513435747,0.5894084210526316,0.5031052631578947,0.6642368421052632,0.2747630473440021,0.19013370569583438,0.34925920264274796,0.5762,0.45999999999999996,0.7000000000000001,0.28445511009172847,0.17888543819998318,0.3782192892055161,2.0673434473694305,1.7228902447840648,2.3854825715147103,1.2878892255484462,1.0330590002489655,1.5537155758572982,4.486153484872487,2.2899673845595667,7.001447221704626,4.324287460824604,1.1345867500446116,7.533971664795688,6.7579,5.2,8.5,4.069309308566898,2.8722813232690143,4.848194475427301,0.6885162071262071,0.5611471861471862,0.8100521978021978,0.19969495875045892,0.10048390911978013,0.2539510621447362,0.270931443001443,0.115,0.43573809523809526,0.19401891538614877,0.09309493362512627,0.29198733537958127,0.8,0.10938,0.4,0.89063,0.2,0.95313,0.2,0.96875,0,1,5,183,AFS,0.387,0.613,Australian Fur Seal (AFS)
Otaria_flavescens,south_american_sea_lion,Otaria byronia / Otaria flavescens,South American Sea Lion,6,300,144,234.88,188.86,least concern,25e4,land,13,180,548,20,42,0.09187279151943463,2.4771212547196626,2.150756439860309,9819,2555,1460,0.001085668136641571,-0.003676235232845859,0.006508058070325395,0.253,4.929142857142857,4.571428571428571,5.333333333333333,1.9466189697699392,1.5690078578847155,2.3583690894142846,0.6709664298312463,0.6368551689681722,0.7007615443838354,0.16429478688036728,0.1298713616784869,0.20312337304059333,0.6637467120181406,0.6036772486772487,0.7238095238095238,0.20197884934646362,0.15269973028359246,0.25211160185950615,1.9522508449504652,1.7669668304368642,2.1221674724013933,1.4550495129084726,1.0782339125628273,1.77751502503389,3.0682490224762864,2.470311160744632,3.854655438077048,2.1594279752603542,1.1283137135481074,3.755390492352414,6.218339826839827,5.590909090909091,6.773863636363635,4.471467415875723,3.864045045876206,5.145012849667256,0.7715813419683989,0.7294492775742776,0.8125204557347414,0.2099724874129607,0.17985480823309005,0.2370642244205873,0.20202709208780636,0.1113945578231293,0.2974744897959183,0.19813570318639553,0.15125118341417854,0.24525218530088913,0.9545454545454546,2e-5,0.7727272727272727,0.00162,0.6818181818181818,0.04587,0.45454545454545453,0.71697,0.18181818181818182,0.99985,22,270,SASL,0.468,0.532,South American Sea Lion (SASL)
Phocarctos_hookeri,new_zealand_sea_lion,Phocarctos hookeri,New Zealand Sea Lion,12.9,364,183,225,180,endangered,9880,land,7.6,30,365,23,50,0.05105811219348337,2.561101383649056,2.1727488389827436,NA,3650,NA,9.268236673383168e-4,-0.005317655014601599,0.0075337885772559544,0.335,4.835176470588236,4.411764705882353,5.235294117647059,1.9073241008762196,1.3719886811400708,2.5136377809171107,0.6764737675081146,0.6402655861106052,0.7117724458204333,0.14578702387569922,0.10794437087262657,0.1909167243081595,0.6706181372549019,0.6032271241830066,0.7352941176470589,0.17804766654326293,0.12747058829127436,0.23205825692344645,1.7484217227455794,1.568374746027715,1.9241637573533612,1.0253082947211232,0.8261248706696778,1.2399500666445777,3.0611807911015805,2.42005725798471,3.8741880658234837,1.7447120795950553,0.8318820009640825,2.990135558024981,5.784058823529412,5.029411764705882,6.411764705882353,3.7995371947365433,2.7887229433592053,4.60351681896751,0.7931074225385436,0.7375878907712818,0.8493627409097609,0.20672020743561345,0.1660225992500843,0.24190478159716736,0.22328725424901896,0.11469887955182073,0.30577174051438755,0.18519617568892283,0.1375956848195944,0.2342864852753656,1,0,0.7058823529411765,0.00467,0.7058823529411765,0.03984,0.47058823529411764,0.44498,0.35294117647058826,0.98023,17,205,NZSL,0.468,0.532,New Zealand Sea Lion (NZSL)
Arctocephalus_townsendi,guadalupe_fur_seal,Arctocephalus townsendi,Guadalupe Fur Seal,6.2,145,49.25,NA,NA,least concern,2e4,land,5.2,45,285,23,29,0.10558375634517767,2.161368002234975,1.6924062348336306,8760,3650,NA,2.6017585456239445e-4,-0.0034076286471772825,0.0041148303111057435,0.424,5.759733333333333,5.333333333333333,6.2,2.0747679748889265,1.486446705914413,2.695675549220764,0.767927784084394,0.7375421969957574,0.7940438596491227,0.09007496863967715,0.061466678535924205,0.12925272819821776,0.774982037037037,0.7088888888888889,0.8378148148148147,0.14786663926902954,0.09611501047232551,0.2023721319040108,3.1411253522021005,2.8488543099350205,3.389106937292246,2.3353951602917395,1.8670253427240548,2.7204768839764646,2.546274914481198,2.070169430168218,3.201445125517234,1.3911340351939894,0.6154477847305243,2.70109114374399,9.3592,8.733333333333333,9.933333333333334,6.988255581511235,6.166518516948425,7.724466380859559,0.6770827619658684,0.6412254213107155,0.7128517960836802,0.2345734229755885,0.2046321958069529,0.2638986171095683,0.21898704277204278,0.14555555555555555,0.2953645983645984,0.1895172850245229,0.13750366982598833,0.24240461819843528,1,2e-5,1,2e-5,0.9333333333333333,3e-5,0.9333333333333333,2.1e-4,0.6,0.13843,15,224,GuaFS,0.937,0.063,Guadalupe Fur Seal (GuaFS)
Arctocephalus_gazella,antarctic_fur_seal,Arctocephalus gazella,Antarctic Fur Seal,10.3,155,38.2,185.9,128.75,least concern,5e6,land,5.3,30,116,23,54,0.1367741935483871,2.1903316981702914,1.588271706842329,8395,3342,1278,0.0021572554220730122,-0.001277604591652306,0.006577228364028386,0.022,7.160285714285714,6.666666666666667,7.619047619047619,2.3589778589635975,1.9395630337539334,2.8091050160902826,0.8113066928452156,0.7850762658864716,0.8337549756744802,0.11590829047215574,0.08908822862335584,0.1505980676396816,0.8063511337868481,0.7535681216931216,0.8560978835978836,0.15452192270565715,0.10971323364412001,0.20503817012811254,3.2349562874297186,2.959410013366245,3.483425648948939,1.6744803652362745,1.3645195437370636,1.9586587700334603,3.1286363037571965,2.424114517981194,3.9833677444733215,2.077857055643692,0.8393327422596848,3.5976034657738745,10.907809523809524,9.857142857142858,11.952380952380953,5.71130665065574,4.587638598906005,6.668055844643523,0.6707653400898319,0.6123395399060625,0.7252745902379396,0.18876305573148017,0.15912637701961857,0.21966725291917685,0.26343609935038503,0.025396825396825397,0.36367750635607776,0.19378068338095214,0.08728715609439695,0.2438148103394536,1,0,0.9523809523809523,0,0.9047619047619048,0,0.9047619047619048,2e-5,0.5714285714285714,0.44587,21,246,AntFS,0.836,0.164,Antarctic Fur Seal (AntFS)
