species g2 CIlow CIup p_val
antarctic_fur_seal 0.0021572554220730122 2.8421758372718656e-4 0.003544371755280829 0.1
guadalupe_fur_seal 2.6017585456239445e-4 -0.0013548053970903445 0.0022709711240485432 0.8
subantarctic_fur_seal 6.485081823854877e-4 -0.0016722329590357272 0.0022475920038339705 0.3
galapagos_fur_seal -0.0014816627823857065 -0.015021000310402984 0.004309598332406274 0.6
stellers_sea_lion 0.0030473952434229012 -5.531511874555249e-5 0.004507638776702062 0.1
grey_seal_orkneys 0.0013127491294262494 -0.001846906479611998 0.00484114236936159 0.3
harbour_seal_waddensee -0.001769076432772354 -0.011654511843683367 0.004549371140594738 0.7
galapagos_sea_lion -1.267359219306874e-4 -0.0014571598294321059 6.222839859884423e-4 0.6
south_american_fur_seal -0.0043389594007833265 -0.014178152695929735 0.007480978676484952 0.7
hooded_seal -0.0013748283758170388 -0.003996927551442869 0.001063357480430366 0.8
mediterranean_monk_seal 0.06926241932514898 0.02708639621486803 0.1273969776138892 0.1
hawaiian_monk_seal 0.012688300267472918 0.005868276376877574 0.015787282110727587 0.1
bearded_seal -0.008187362918006147 -0.014465866213715376 -6.75569540884399e-4 0.9
crabeater_seal 4.002418822923737e-5 -0.0017327345856909954 0.0037268972849740633 0.4
leopard_seal -0.003230644978032937 -0.005720764020303198 3.5887112653354176e-4 0.9
arctic_ringed_seal 8.254532925520142e-4 -7.215482531122613e-4 0.0023916341201408015 0.3
ross_seal 0.01379340543880092 0.006175090163036296 0.025007790775211494 0.2
weddell_seal 3.391229648848082e-4 -0.00264350423718161 0.003961327778749269 0.5
northern_fur_seal 0.00391097838321719 8.007672933059264e-4 0.007157788403968296 0.3
atlantic_walrus 0.008006019020760702 0.002896636838097616 0.018967804905549425 0.4
nes 0.005477915285184043 -0.001006024566993502 0.0131381880710987 0.2
ses 0.001997687490068678 -9.652056202965135e-4 0.007270617643731054 0.4
california_sea_lion -5.394045113422674e-4 -0.0031231354301932326 0.0020460919078315767 0.7
south_american_sea_lion 0.001085668136641571 -0.0012696846164762577 0.0043552878982697 0.4
new_zealand_sea_lion -7.718635705821209e-4 -0.004721325420838848 0.003087294921829543 0.6
saimaa_ringed_seal -0.009168989961654828 -0.020678947542209003 0.0059075066630519 0.5
lagoda_ringed_seal 0.005862167572204813 -0.0017044588976129367 0.014189318298253213 0.6
baltic_ringed_seal 0.007922639723687785 7.161436222706436e-4 0.02883431457571943 0.1
new_zealand_fur_seal -0.0026837537515362886 -0.00914958440485963 0.010609527742785564 0.8
australian_fur_seal 0.012751348700343224 0.0017712702591155967 0.037031695990714944 0.3
subantarctic_fur_seal_cl_2 2.366920102825354e-4 -0.0018463110275118266 0.003655669366152648 0.4
stellers_sea_lion_cl_1 0.002470849554335297 -3.509482911693034e-4 0.007457220729068909 0.1
harbour_seal_waddensee_cl_1 -0.006294034066672616 -0.018623785072089012 0.003874653684018398 0.8
south_american_fur_seal_cl_1 0.019028900300682716 -0.0010596785568448793 0.03570634408612996 0.2
bearded_seal_cl_1 0.005876218694651936 -0.009020574202299328 0.017571178449335752 0.5
weddell_seal_cl_2 0.0030566472737203476 8.461659924498934e-4 0.005850005505342004 0.1
northern_fur_seal_cl_1 0.0018581823793342167 -0.009986919393481567 0.008388587587822804 0.7
atlantic_walrus_cl_2 0.004305888788195045 -0.0035302022744399387 0.015570301068337835 0.3
nes_cl_2 0.01002772346040448 -0.00244244331845457 0.019942854604424784 0.1
ses_cl_4 -0.0023776351582294186 -0.006199422728936175 0.0010703448026513963 0.7
saimaa_ringed_seal_cl_1 -0.017622803158506395 -0.03578211771437137 8.011775846253409e-5 0.9
lagoda_ringed_seal_cl_1 2.781641168290161e-4 -0.006077162666246125 0.006715873527500573 0.4
stellers_sea_lion_pop -0.003354959100296595 -0.011811910384758092 -1.6567349561013575e-4 0.5
south_american_fur_seal_pop 0.008056948936590702 -0.010270446422514453 0.027301018764676707 0.6
bearded_seal_pop -0.019600000000000062 -0.02459021349598843 -0.009593762935684674 1
weddell_seal_pop -0.0012531401123351271 -0.004143431941385445 0.0023932641142076333 0.9
northern_fur_seal_pop 0.006869336957372685 -0.0025254511869214737 0.022093641052712505 0.2
atlantic_walrus_pop 0.010209618362704287 -0.009765340792170035 0.019480662597355078 0.2
nes_pop 0.010414630554802295 -0.003367186735059249 0.015200739392248742 0.1
