loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK
15	259	1	5	-6915.5	0.070710678118912	-6915.6	-6915.4	NA	NA	NA	NA	NA	NA	NA
15	259	2	5	-6767.94	3.64184019418758	-6772	-6762.9	147.56	151.131129516069	143.988870483932	251.680000000001	277.731771382981	225.628228617022	69.1079197823356
15	259	3	5	-6872.06	33.2647410932358	-6913.8	-6824.9	-104.120000000001	-74.4970991009526	-133.742900899049	34.6599999999989	64.1653768835689	5.15462311642901	1.04194407835168
15	259	4	5	-7010.84	33.1472170777575	-7061.9	-6981.1	-138.78	-138.662475984521	-138.897524015478	133.88	154.346562631874	113.413437368126	4.038951435529
15	259	5	5	-7015.74	53.7313037251098	-7079.5	-6953.8	-4.89999999999964	15.6840866473527	-25.4840866473519	217.06	253.687545409859	180.432454590142	4.03973075193713
15	259	6	5	-7237.7	110.94293578232	-7399.8	-7111.9	-221.96	-164.74836794279	-279.171632057211	92.1400000000003	323.633946482743	-139.353946482742	0.830517052305043
15	259	7	5	-7551.8	399.648514322273	-8188.8	-7220.9	-314.1	-25.3944214600475	-602.805578539953	427.02	439.423568014915	414.616431985086	1.0684888963597
15	259	8	5	-7438.88	98.5393677674057	-7564.5	-7312.4	112.92	414.029146554867	-188.189146554867	419.2	570.17859655979	268.221403440209	4.25413730063184
15	259	9	5	-7745.16	248.669917762483	-8032.4	-7424.8	-306.28	-156.149450004923	-456.410549995077	237.759999999999	365.479459684695	110.040540315303	0.956126909677495
15	259	10	5	-7813.68	226.258827452102	-8188.1	-7603.6	-68.5200000000004	-46.1089096896197	-90.9310903103811	NA	NA	NA	NA
