title south american fur seal																					
M11a																					
Hg6.3																					
PvcA																					
PvcE																					
Pv11																					
Pop																					
1	,	5656	2438	0000	2020	6672															
2	,	5860	3242	0000	3438	7070															
3	,	0000	0000	0000	2626	7072															
4	,	5860	3038	5155	3438	7076															
5	,	4854	2430	5155	3438	7474															
6	,	0000	0000	5153	3434	7078															
7	,	4660	0000	0000	2636	7074															
8	,	0000	0000	5153	2628	7074															
9	,	4658	2834	5151	2638	7072															
10	,	5860	2834	0000	3036	0000															
11	,	6060	3840	5151	3638	7070															
12	,	5860	3436	4949	2834	7074															
13	,	5860	2830	5353	2838	7072															
14	,	0000	0000	0000	2626	0000															
15	,	5458	3038	5357	2634	7076															
16	,	5456	0000	0000	2634	0000															
17	,	4654	0000	5353	2426	0000															
18	,	4654	3440	5357	3434	7072															
19	,	4660	3038	5355	3234	7074															
20	,	5460	3436	5151	2436	7074															
21	,	4860	3034	4951	2634	0000															
22	,	0000	0000	0000	0000	0000															
23	,	6266	3040	4953	3438	6870															
24	,	5860	0000	5353	3234	0000															
25	,	6062	0000	0000	2836	0000															
26	,	4646	0000	5157	3434	0000															
27	,	5858	2830	5565	2634	0000															
28	,	4658	0000	4949	3034	0000															
29	,	0000	0000	0000	3838	0000															
30	,	5460	2626	4953	2638	7070															
31	,	6060	2834	5153	2630	7070															
32	,	5858	3036	4951	3234	6870															
33	,	0000	0000	0000	2638	0000															
34	,	5458	2440	5153	2632	7474															
35	,	0000	0000	0000	0000	7074															
36	,	0000	0000	0000	0000	0000															
37	,	0000	0000	0000	3436	0000															
38	,	0000	0000	0000	3232	0000															
39	,	4646	3440	0000	2434	0000															
40	,	4656	3034	5153	3436	0000															
41	,	5460	3436	4953	2634	0000															
42	,	5860	3040	4953	3436	7274															
43	,	0000	0000	0000	2234	0000															
44	,	5860	2838	5151	2626	0000															
45	,	0000	0000	0000	3838	0000															
46	,	6066	3636	5153	2630	0000															
47	,	5866	0000	4951	3436	0000															
48	,	0000	0000	5153	2828	0000															
49	,	5460	3636	5757	2636	7078															
50	,	5858	3638	4957	3636	7074															
51	,	5466	3442	5157	2636	7276															
52	,	5456	3036	5559	2834	7272															
53	,	5464	3038	5355	3232	7072															
54	,	4654	2834	0000	3232	7276															
55	,	4658	3036	5761	2632	7070															
56	,	5668	3838	5761	3232	7272															
57	,	5866	3842	4951	2632	7276															
58	,	5866	0000	5161	3234	6872															
59	,	5454	2834	5357	3032	7074															
60	,	4654	2842	5761	3032	7076															
61	,	4660	0000	4959	3036	7476															
62	,	4654	0000	4951	2426	7272															
63	,	5860	3644	4961	3234	7072															
64	,	4666	3440	5761	2834	7272															
65	,	5658	3838	5159	2834	7278															
66	,	6066	3440	5757	3234	7472															
67	,	5860	2838	5757	2426	7272															
68	,	5454	3642	4957	3032	7278															
69	,	4666	3438	5757	3436	7278															
70	,	5866	3042	5757	3032	7678															
71	,	5860	2830	5757	3032	7074															
72	,	5860	3838	5757	3032	7278															
73	,	5866	3638	5761	3436	7478															
74	,	5454	3038	5361	2830	7676															
75	,	5458	3036	5561	3032	7274															
76	,	6466	3038	5757	3032	7276															
77	,	5460	3640	5759	2832	7476															
78	,	5458	3838	5763	3434	7276															
79	,	4660	3838	6161	3436	7272															
80	,	5868	0000	5757	2830	7274															
81	,	5864	0000	5761	3032	7074															
82	,	5460	0000	5757	1830	7070															
83	,	5860	0000	5759	3232	7272															
84	,	5464	0000	5759	3436	7478															
85	,	4660	3640	5353	2632	7274															
86	,	6064	0000	5353	2634	7272															
87	,	5454	3638	5353	3234	7072															
88	,	5658	3838	0000	3232	7072															
89	,	5458	3638	4961	3234	7676															
90	,	4666	3638	5765	3436	7072															
91	,	4654	2838	4957	2630	7076															
92	,	6064	0000	5157	3234	7474															
93	,	4658	2828	5557	3234	7278															
94	,	4660	0000	5557	3436	7274															
95	,	4660	3638	6165	3234	7272															
96	,	5454	3838	5357	3234	7272															
97	,	5454	2842	5757	2632	7276															
98	,	5454	3040	5355	3032	0000															
99	,	5460	0000	4949	2632	7072															
100	,	6060	2830	4957	2634	7474															
101	,	5458	0000	4951	3234	7078															
102	,	5658	3438	5557	3232	7476															
103	,	5858	3838	5157	2832	7276															
104	,	5866	3638	5557	1830	7072															
105	,	5660	3038	5157	2632	7074															
106	,	5658	2836	4951	3234	7274															
107	,	4654	2830	5157	2634	7074															
108	,	5454	2438	5757	3232	7274															
109	,	4654	3440	5757	0000	7274															
110	,	5454	2836	5757	2632	7296															
111	,	5858	2838	5159	2636	7272															
112	,	6466	3638	5355	3236	7278															
113	,	5454	3438	5761	3232	7072															
114	,	5454	3840	4949	2634	7474															
115	,	6066	3640	4949	3234	7474															
116	,	5866	3438	6165	2632	0000															
117	,	5860	2838	4957	3236	7272															
118	,	5460	3840	5561	2634	0000															
119	,	5460	2830	4949	2832	7278															
120	,	5454	3838	4957	3232	7272															
121	,	5664	3036	5357	2836	7274															
122	,	5058	3640	5965	3636	7278															
123	,	5860	3838	5157	3236	7478															
124	,	5860	3438	5157	3434	7280															
125	,	5454	2838	4953	3234	7278															
126	,	5458	3036	5157	2636	0000															
127	,	5454	0000	5357	0000	0000															
128	,	5668	0000	4953	3232	7276															
129	,	5658	3638	5565	3234	7274															
130	,	5454	3438	5759	2632	7274															
131	,	5866	3838	4959	2032	7074															
132	,	5454	3442	0000	3034	7480															
133	,	5860	0000	0000	3236	7274															
134	,	4664	2438	5557	2632	0000															
135	,	4660	0000	5757	3232	0000															
136	,	6060	0000	5757	3236	0000															
137	,	6668	0000	0000	2634	0000															
138	,	5466	0000	5165	3436	0000															
139	,	4666	0000	5165	3236	0000															
140	,	6066	0000	0000	3436	0000															
141	,	5860	0000	5757	2634	0000															
142	,	5864	3436	4949	0000	7678															
143	,	5456	3636	4961	0000	7272															
144	,	5660	3638	4957	0000	7278															
145	,	4654	3038	5355	0000	7474															
146	,	5454	3638	5359	0000	7074															
147	,	5460	3038	5557	0000	0000															
148	,	5666	3030	4961	0000	7272															
149	,	5460	2828	4961	0000	0000															
150	,	4654	3838	5357	0000	7278															
151	,	5456	3038	5357	0000	7070															
152	,	5458	3038	5357	0000	7276															
153	,	5860	3640	4957	0000	7072															
154	,	5456	4042	0000	0000	7476															
155	,	4660	3638	5361	0000	7274															
156	,	4654	3436	5557	0000	7272															
157	,	6668	0000	4959	0000	7272															
158	,	5466	3438	0000	0000	7274															
159	,	5456	3638	5761	0000	7074															
160	,	4654	3438	4955	0000	7272															
161	,	4654	3438	5761	0000	7272															
162	,	5460	3436	0000	0000	7272															
163	,	5858	3036	5765	0000	7272															
164	,	5458	3040	4959	0000	7272															
165	,	6064	3636	4961	0000	7276															
166	,	4666	3038	5557	0000	7278															
167	,	5458	3638	5561	0000	7272															
168	,	5458	3036	4955	0000	7276															
169	,	5454	3838	5761	0000	7272															
170	,	5458	3438	5757	0000	7272															
171	,	5460	3438	5765	0000	7272															
172	,	5456	3028	4959	0000	7272															
173	,	5860	2838	4961	0000	7476															
174	,	5664	3838	5757	0000	7074															
175	,	5456	0000	5759	0000	7272															
176	,	5454	2840	5559	0000	7278															
177	,	5458	2842	0000	0000	7272															
178	,	5468	0000	5763	0000	7274															
179	,	5866	3642	5157	0000	7274															
180	,	6666	3436	4957	0000	7076															
181	,	5454	3636	4951	0000	7076															
182	,	5860	3438	4957	0000	7074															
183	,	5468	3636	4957	0000	7072															
184	,	5458	3036	5357	0000	7272															
185	,	4656	3838	5759	0000	0000															
186	,	5454	3038	5155	0000	7274															
187	,	6066	3838	5761	0000	7476															
188	,	6068	3438	5757	0000	7478															
189	,	5458	0000	4957	0000	7474															
190	,	5460	0000	4957	0000	7072															
191	,	6466	3036	5157	0000	7676															
192	,	5466	2836	5757	0000	7276															
193	,	4654	3036	5565	0000	0000															
194	,	5860	2828	4951	0000	7072															
195	,	5458	3644	4959	0000	7478															
196	,	4666	2838	5357	0000	7676															
197	,	4646	2830	5365	0000	7272															
198	,	4660	3038	4957	0000	0000															
199	,	4658	2834	5357	0000	7276															
200	,	5460	3434	4957	0000	7076															
201	,	5668	2828	4949	0000	7678															
202	,	5458	3438	4955	0000	7474															
203	,	5458	3638	5565	0000	7076															
204	,	5054	3036	4949	0000	7274															
205	,	4646	0000	4957	0000	7476															
206	,	5466	3434	5555	0000	7272															
207	,	5454	0000	5359	0000	0000															
208	,	5466	3638	5961	0000	0000															
209	,	5454	2834	5357	0000	7074															
210	,	5868	3434	4965	0000	0000															
211	,	5864	0000	4955	0000	7272															
212	,	4666	3642	5557	0000	7272															
213	,	4654	3640	4953	0000	7474															
214	,	5454	3838	5357	0000	7272															
215	,	5858	0000	0000	0000	7272															
216	,	5458	3640	4957	0000	7274															
217	,	6060	3030	5563	0000	7278															
218	,	5458	0000	5157	0000	7272															
219	,	4646	0000	0000	0000	0000															
220	,	0000	0000	5757	0000	7276															
221	,	5460	3038	5557	0000	7478															
222	,	4654	3838	5765	0000	0000															
223	,	6060	3638	4961	0000	0000															
224	,	5858	3038	5557	0000	7276															
225	,	4660	3038	0000	0000	0000															
226	,	5254	3638	4965	0000	7474
