"title weddell seal, population 5"																	
WS4																	
WS7																	
WS10																	
WS11																	
WS16																	
WS20																	
LS8																	
LS14																	
LS15																	
LS16																	
LS20																	
CS6																	
CS26																	
CS28																	
G1A																	
Pop																	
278	,	2733	6565	2630	6780	7373	2434	5369	7878	2121	2834	1313	4143	4149	2727	3036	
279	,	3333	6565	2436	7781	6971	2426	5363	8484	2121	3442	1137	3133	4143	2727	3236	
280	,	2739	6565	2642	6976	6373	2430	5565	7476	2121	3436	1115	2539	4355	2727	3436	
281	,	3537	6565	3436	7678	6373	2834	6569	8486	2157	3436	1113	3737	4549	2727	3640	
282	,	2733	6571	2636	7777	6973	2628	5353	7884	2129	3438	1113	3951	4347	2727	3636	
283	,	2739	5963	2630	7173	6571	2626	6365	8484	2121	2834	1515	3537	4147	2735	3436	
284	,	2533	6769	2428	7375	6971	2834	5371	7484	2121	3434	1113	2931	4153	2727	3436	
285	,	3333	6365	2832	6785	6571	2830	6569	7884	2727	2846	1315	2933	4345	2727	3850	
286	,	3939	6571	2638	7475	6569	2830	6167	7880	2729	3434	1313	3137	4747	2727	3036	
287	,	3939	6565	3436	7777	6571	3034	6767	8284	2121	3436	1313	2531	3945	2727	3036	
288	,	2733	6565	3038	7477	6569	2830	5963	7484	2127	3638	1313	3337	4151	2735	3036	
289	,	3337	5965	3638	7177	6971	3038	6367	8284	2121	2834	1315	3537	4959	2727	3640	
290	,	2533	6571	3040	7581	6573	2632	6367	6686	2121	3434	1313	3941	4345	2727	3038	
291	,	3132	6565	2634	7173	6569	3046	5365	6686	2123	3436	1113	2525	4349	2727	3036	
292	,	3335	6565	2632	7577	6969	2830	6163	7884	2131	3434	1115	2341	4551	2735	3232	
293	,	2535	6565	3036	7676	6973	2828	5359	8084	2135	3434	1313	3141	4147	2735	3030	
294	,	2733	5965	2430	7377	6565	2834	5965	8084	2121	2836	1339	3131	4147	2735	3638	
295	,	3333	6365	2636	7377	6369	2828	5967	7480	2327	3434	1313	3335	4549	2727	3636	
296	,	2731	6565	3636	7781	6971	2828	5363	6676	1921	2834	1113	3941	4343	2727	3030	
297	,	2933	6565	2636	7575	7171	2828	6567	8284	2135	3438	1115	2537	4345	2735	3636	
298	,	2729	6571	2634	6978	6969	2830	5559	8086	2131	3438	1115	3743	4355	2727	3640	
299	,	2933	6571	2426	6972	6973	2828	6367	8082	2121	3436	1313	3341	4359	2735	3036	
300	,	3333	6565	2636	7375	7177	2828	6367	7888	2121	3434	1313	3739	4551	2727	3646	
301	,	2748	5971	2834	7778	7173	2834	6767	7886	2135	3434	1337	3341	4545	2735	2636	
302	,	2739	6365	2442	6975	6971	2428	5169	6686	2127	3436	1113	2535	4147	2727	3036	
303	,	2733	5965	2446	7580	6571	2428	5151	8284	2121	2834	1515	2535	3743	2735	3636	
304	,	3135	6565	2628	7575	6971	2838	6767	7474	2135	3638	1111	3543	4355	2727	3642	
305	,	3748	7173	3036	7677	6371	2426	5563	8484	2131	3434	1315	3737	4151	2735	3434	
306	,	2735	6573	2434	6975	6569	2428	5367	7680	2121	3434	1737	3137	3947	2735	2836	
307	,	3333	6365	2836	6975	6971	2024	6365	7880	2121	3434	1315	2935	3743	2735	3042	
308	,	2737	6365	3638	7578	6363	2834	5363	8086	3347	3436	1113	2933	4547	2735	3236	
309	,	2933	6565	2628	6973	6169	2428	5565	8486	2121	2834	1113	3941	4153	2735	3236	
310	,	2933	6571	3436	6977	6571	2640	5363	7684	2133	2836	1113	3541	4345	2735	2642	
311	,	2933	6565	2834	6973	6371	2836	6363	8084	2121	2834	1111	3341	4347	2727	3042	
312	,	2533	6569	2634	7374	6571	3030	6163	6684	2127	3636	1113	2341	4545	2727	3036	
313	,	3537	6365	3238	7679	6171	2828	5169	8486	2121	3434	1115	3335	2949	2727	3030	
314	,	3133	6971	2636	5773	6373	2830	6163	7888	2121	3436	1313	2337	4545	2735	3036	
315	,	3133	6363	2628	6986	6371	3636	5365	7484	2121	3436	1111	3137	4551	2735	3236	
316	,	3337	6365	2636	7171	7171	2838	5365	7486	2123	3434	1315	3955	3953	2727	3636	
317	,	2733	5965	3438	7377	6971	2428	6365	7880	2121	3434	1337	2337	4349	2735	3436	
318	,	3333	6565	2640	7581	6969	3034	5967	7474	2121	3436	1115	3141	4953	2727	3036	
319	,	3333	5965	2634	7785	7171	2828	6163	7486	2121	2838	1113	2325	4547	2735	3636	
320	,	3148	5971	2836	7779	7173	2428	5569	6682	2121	3434	1313	2335	4343	2727	3642	
321	,	3137	6571	3838	7377	7173	2830	5765	8688	2121	3436	1313	3743	4347	2727	2844	
322	,	2731	6569	3436	7575	6973	2828	5363	7480	2123	3638	1113	2339	4949	2727	3034	
323	,	2527	6365	2632	7881	7173	2828	6575	8286	2131	3436	1339	2335	4747	2727	3236	
324	,	3535	6365	3638	7378	6973	2828	5367	6684	1921	2834	3737	3941	4351	2729	2640	
325	,	2948	6569	2634	7577	7173	2436	6365	7684	2121	3434	1113	2335	5153	2727	3234	
326	,	2735	6371	3236	7678	6971	2638	5353	7678	2121	3438	1113	3753	3949	2727	3440	
327	,	2537	6363	3438	7581	6373	2828	5163	8084	2121	3436	1337	3537	4747	2727	3036	
328	,	3139	6363	2640	7575	6365	2830	5365	8486	2131	3434	1113	3141	4347	2727	3236	
329	,	2733	5963	2630	7578	6973	2828	5367	7886	2121	2834	1113	3337	4345	2727	3636	
330	,	3233	5971	3036	7580	6161	3030	5165	7884	2123	3434	1113	3737	4545	2727	3036	
331	,	3748	5969	2636	7577	7171	3036	5561	7476	2121	3436	1113	2529	4351	2729	3236	
332	,	3339	6971	3436	6976	6171	2828	5151	7480	2533	2834	1139	4143	5153	2727	3642	
333	,	2729	5971	3238	7477	6365	2428	6367	8286	2121	2836	1113	3737	4349	2727	3036	
334	,	2548	6363	2638	7784	6971	2636	6565	8484	2121	3646	1111	2539	4747	2729	3030	
335	,	3148	5973	2626	7579	6371	2430	5561	8484	2131	2836	1313	3137	2945	2727	2830	
336	,	3335	6365	2426	7577	6173	3030	5161	7684	2123	3434	1315	2941	4545	2727	3048	
337	,	3348	6565	2426	7377	6369	2828	5161	7684	2123	3436	1313	3741	4147	2727	3048	
338	,	3333	6363	2638	7777	7373	3030	6365	6674	2121	3434	1315	2937	4545	2727	3030	
339	,	3333	6365	2638	7777	6161	2830	6163	7474	2123	3434	1515	3739	4547	2727	3048	
340	,	3333	6565	2636	7577	6171	2430	5363	7484	2121	3434	1315	2329	4547	2729	3036	
341	,	2737	5965	2630	6775	6169	2430	5967	7878	2155	3434	1113	3539	4747	2735	3638	
342	,	3335	6365	2638	7777	6173	3030	6163	7476	2121	3434	1515	2937	4547	2729	3030	
343	,	3548	6365	2638	7377	6173	3030	6163	7484	2123	2834	1115	2941	4545	2727	3036	
344	,	3335	5963	3638	7577	7173	2430	6163	7474	2121	3434	1315	2329	4345	2729	3036	
345	,	3348	6365	2638	7777	6161	3030	6161	7484	2121	3434	1115	2941	4145	2935	3036	
346	,	3333	6365	2638	7777	6171	3030	6165	7476	2121	3438	1515	2939	4547	2727	3030	
347	,	3335	6365	2438	7377	6169	3030	6161	7684	2123	2834	1315	2937	4547	2727	3048	
348	,	3333	6365	2426	7377	6173	2830	6565	6684	2135	3436	1515	3739	4747	2727	3030	
349	,	3335	6565	2626	7777	6173	3030	6163	7474	2123	3434	1515	2939	4545	2729	3030	
350	,	3348	6363	3636	7781	7373	2428	6163	7484	2123	3436	1315	2933	3945	2727	3030	
351	,	3333	5965	2636	7777	6171	2830	5361	7476	2121	3434	1315	2337	4345	2729	3030	
352	,	3337	6565	3434	7677	6373	3030	5363	8484	2535	3434	1313	3553	4351	2727	3636	
353	,	3333	6365	2628	7577	7173	2430	6163	7476	2121	3434	1315	2337	4547	2729	3036	
354	,	3333	5963	2628	7577	6171	2830	6363	7476	2121	3434	1315	2329	4547	2727	3036	
355	,	3335	6365	3638	7577	7173	2830	6163	7684	2121	3434	1315	2329	4345	2727	3030	
356	,	3137	6365	2638	7577	6969	2830	6569	8084	2129	2842	1315	3741	4549	2727	2642	
357	,	2933	6571	2828	7175	6171	2834	6363	7878	2135	3434	1111	2335	4547	2727	3036	
358	,	3335	5965	2628	6975	6369	2628	6367	6682	3131	3434	1315	3335	4149	2935	2632	
359	,	3535	5971	2626	6973	6571	3030	6569	8284	2151	3638	1315	3541	4755	2727	3636	
360	,	3335	6565	3642	6975	7173	3034	5361	7880	2121	3636	1115	3341	4343	2731	3036	
361	,	3348	6365	3638	7175	6371	2828	5369	8084	2123	3434	1113	2337	4747	2727	3036	
362	,	2733	6565	2830	6980	6369	2830	5963	8286	3133	3436	1313	3741	4545	2727	3036	
363	,	3133	6565	2626	6976	7171	3036	6367	8484	2135	3434	1313	3139	4751	2727	3034	
364	,	2733	6365	3638	6982	6969	2828	6567	7684	2133	3438	1111	2541	3941	2727	3642	
365	,	3333	6375	3436	7177	6171	3636	6165	8084	2121	3434	1113	2529	4347	2727	3234	
366	,	2731	6973	2830	7377	6971	2430	5763	7484	2121	3436	1115	3133	4949	2727	3030	
367	,	3335	6371	3640	6973	6365	2830	5365	8486	2131	3636	1111	3337	4547	2735	3034	
368	,	3337	6565	3034	6977	6569	2830	6367	8286	2133	3434	1313	3941	4549	2735	3038	
369	,	3337	6363	3034	7579	6171	2436	5963	8484	2135	3436	1113	3941	3943	2727	3236	
370	,	2933	6571	2636	7777	6971	2828	6163	8286	2123	3434	1315	3541	4349	2727	3032	
371	,	2527	6565	2428	7575	6971	2828	5353	8084	2123	3436	1113	3539	4143	2735	3036	
372	,	3133	6575	2236	7175	6171	3036	6165	8484	2121	3434	1313	2939	4753	2727	3240	
373	,	3131	5965	3638	7375	6369	3034	6163	7678	2121	2834	1339	3537	2949	2735	3436	
374	,	3348	5963	2430	7375	6969	2830	5359	6678	2121	2836	1313	3333	4147	2735	3032	
375	,	3335	6565	2628	7577	6971	2636	5159	8484	2133	2836	1315	4141	4343	2735	3042	
376	,	3748	6573	2836	7677	7171	2430	6169	8486	2121	2836	1315	2533	4347	2727	2636	
377	,	2735	6565	2436	6778	6171	2828	5963	8486	2121	3638	1111	3541	4345	2727	3640	
378	,	3339	6565	2840	7676	6171	2828	6161	8084	2131	3434	1315	3139	4549	2727	2630	
379	,	3337	6565	2426	6977	7171	2630	5559	8484	2135	2836	1111	3941	4547	2727	4042	
380	,	3539	6565	2428	7175	6569	2830	5153	8486	2121	3436	1337	3537	4759	2727	3032	
381	,	3335	6565	2834	7375	7173	3436	6169	8284	2135	3436	1111	3335	4551	2727	3036	
382	,	2733	5965	3234	6782	6571	3030	5969	8284	2121	2838	1115	4141	4347	2727	3030	
383	,	3337	6565	2834	7576	7171	2434	5367	7880	2127	2842	1317	2541	4345	2727	3036	
384	,	3348	6565	2836	7575	6369	2828	5161	8086	2147	3438	1111	2539	4547	2727	3036	
385	,	2735	6565	3640	7586	6971	2430	5163	8490	2929	3434	1537	3535	4747	2727	3038	
386	,	3335	5971	3436	6976	6371	2436	5963	8084	2121	3434	1313	2331	3741	2727	3636	
387	,	2537	6573	3238	7377	6363	2424	5961	8082	2123	3434	1115	3941	4351	2727	3030	
388	,	3137	6565	3436	7177	6571	2830	6367	8686	2121	3434	1313	2939	4549	2935	3638	
389	,	2748	5965	3236	7375	6971	2430	6165	8084	2121	2834	1537	3741	3945	2727	3040	
390	,	2948	6565	2838	7981	6373	3046	5567	7480	2135	3434	1115	3151	3943	2931	3036	
391	,	2727	6365	2836	7575	6173	2444	5959	7884	2121	2836	1111	3335	4349	2735	3236	
392	,	3339	5971	3436	6971	6369	2428	5367	6684	2121	3434	1113	3535	4347	2727	2630	
393	,	3348	6567	3236	7375	7173	2636	5567	8084	2133	3434	1115	2525	4351	2935	3646	
394	,	2739	6565	2842	6973	7171	2428	5359	8484	2131	3434	1113	3737	3945	2735	3040	
395	,	2539	5969	3032	7175	6969	2828	5965	8484	2121	3434	1313	2535	4345	2727	2626	
396	,	2737	6365	3236	7375	6971	2836	6367	8484	2121	3436	1337	2537	4545	3535	3638	
397	,	3339	6571	2432	7577	6169	2428	5563	6682	2129	3434	1337	2535	4551	2727	3638	
398	,	2948	6565	3436	7777	6565	2830	6565	8486	2131	3434	1115	3941	4547	2727	3034	
399	,	3337	6565	3236	7375	7171	3036	5563	7478	2149	3436	1113	2535	4547	2727	3638	
400	,	3133	7171	2834	7173	7173	2836	5365	8284	2931	3434	1115	4141	2941	2727	3030	
401	,	2932	6565	2838	7781	6571	2630	6165	6666	2127	3436	1313	3135	4949	2727	3842	
402	,	3133	6567	3436	7181	6371	2830	5359	8282	2133	3436	1113	2537	4149	2727	3236	
403	,	2937	6971	3640	7676	7171	2834	5763	7488	2125	3636	1537	3133	4345	2935	3038	
404	,	2933	6567	2432	7575	7171	2430	5161	8486	2121	3436	1315	2933	4147	2727	3842	
405	,	3132	6565	3436	7677	6363	3034	5563	7686	2121	3438	1113	2933	4343	2727	3036	
406	,	2729	6365	2626	7777	6371	2830	5963	8484	2133	2836	1313	3741	4343	2735	2636	
407	,	3348	6565	2436	6171	6971	2430	5163	8084	2121	3434	1113	2531	4749	3535	3050	
408	,	3335	6571	3038	7177	6371	2830	5163	8284	2331	3636	1137	2525	4349	2735	3636	
409	,	3348	6565	2634	7075	6971	2840	5965	7484	2121	3436	1113	2325	3943	2735	3242	
410	,	2533	6365	3236	7579	6371	2634	5169	8486	2125	3636	1313	3737	4347	2727	3436	
411	,	2533	6565	2634	7575	7171	3036	5367	7884	2123	3436	1115	3737	4355	2735	3036	
412	,	3133	5971	3032	7777	6969	2838	5357	7882	2121	2828	1317	3737	3941	2727	3232	
413	,	2537	5965	3436	6975	6971	3440	6567	8084	2121	3434	1113	2541	4349	2735	2636	
414	,	2732	6365	2838	7576	6371	2638	6163	8486	2121	3438	1313	2337	4147	2727	3642	
415	,	3337	6365	2030	6778	7173	2828	5161	8084	2129	3636	1115	3539	4749	2727	4042	
416	,	2731	6365	3638	7580	7171	3038	5365	7886	2121	3434	1113	3135	3949	2727	2630	
417	,	3348	6365	3436	6975	7171	2834	6163	6684	3333	3434	1337	3741	4349	2727	3642	
418	,	2731	6363	2632	7378	6171	2630	6363	8086	2133	3434	1337	2733	3947	2727	3036	
419	,	2748	6565	3638	6975	7171	2828	6367	8084	2133	3636	1113	3539	4145	2735	3636	
420	,	3139	5971	3436	7379	6971	3434	5165	7884	2133	3434	1113	2541	4547	2727	3636	
421	,	3154	6565	3638	6775	6173	2428	6163	7880	2933	2846	1315	3139	4949	2735	3436	
422	,	2531	6565	3036	7477	7173	2634	5361	8484	2121	3434	1113	2335	3943	2735	3636	
423	,	3133	6971	2640	7177	6371	2428	6365	8284	2121	2834	1111	2537	4747	2727	3034	
424	,	3339	6565	3434	7175	6571	3034	5763	7484	2121	3434	1113	3141	4955	2727	3636	
425	,	3335	6567	2828	7477	6171	2424	5557	7880	3535	2834	1113	3143	4951	2735	2630	
426	,	3133	6571	2628	7577	6971	2828	5761	7884	2121	3434	1113	3135	4547	2735	3636	
427	,	3133	6565	3234	6771	6369	2028	5989	6686	2129	3434	1113	2531	4547	2727	3638	
428	,	2775	6365	3034	6975	6973	2828	5963	8084	2127	3434	1313	3535	4749	2735	3036	
429	,	3337	5965	2636	8284	6971	2430	5967	8084	2133	2838	1111	3741	4153	2727	2642	
430	,	3133	6365	2426	7575	6571	2430	5359	6676	3351	3436	1313	2337	4343	3535	3030	
431	,	2733	5965	3638	7380	7173	2828	6571	8484	2121	2834	1113	2533	4349	2735	3456	
432	,	3133	6565	2830	7377	6171	2830	5961	8284	2129	3436	1111	2529	4549	2727	3038	
433	,	3133	6565	2626	7575	6369	2832	5361	7486	2121	3636	1113	3139	4343	2729	3236	
434	,	3537	6571	2626	7375	6973	2830	6365	7880	2121	3034	1113	2537	4755	2727	3030	
435	,	2933	6367	3642	7575	6971	2834	5363	8488	2531	2834	1137	3333	4345	2727	3842	
436	,	2939	6365	3036	7375	6371	2828	5365	6688	2531	3434	1113	3337	3743	2727	3238	
437	,	2731	6565	2632	6776	6565	2828	5965	8284	2121	2828	1515	3941	4345	2735	3036	
438	,	2729	6565	2626	7587	7171	2628	5369	8486	2121	2846	1313	3137	3943	2735	3436	
439	,	2731	6575	2836	7177	6971	2830	6161	8084	2127	3434	1517	3939	4553	2735	3640	
440	,	2935	6569	2840	6776	6373	2428	6363	6676	2121	3436	1113	3537	3945	2735	3036	
441	,	3354	6565	2634	5771	7173	2628	6367	8284	3131	3438	1111	3541	5355	2727	3038	
442	,	2729	6565	2646	7577	6573	2632	6367	7884	2121	3436	1113	2335	4343	2735	2636	
443	,	3337	6565	2628	7376	6973	2430	5363	7488	1921	2836	1517	3943	4547	2735	3036	
444	,	2733	6565	2040	7173	7171	2830	5765	7274	2121	3436	1313	2535	4347	2727	3036	
445	,	2933	6565	2840	7578	6971	2836	6163	8084	2137	3436	1313	2941	4347	2727	3638	
446	,	3232	6575	2828	6969	6171	2434	6363	8284	2131	3436	1315	3743	4143	2727	3036	
447	,	3335	6367	2830	7676	6573	2828	6367	8484	2121	2834	1313	2931	4349	2727	3040	
448	,	3132	5973	2836	7677	6573	2834	6161	7480	2121	2836	1115	3341	4143	2735	3636	
449	,	2527	5965	3034	7777	6373	2424	5963	7886	2123	3436	1113	2337	4949	2727	3638	
450	,	3335	6565	3032	7576	6171	2434	6161	8484	2121	3436	1315	2323	4545	2735	3036	
451	,	2531	5965	3036	7777	6973	2828	5767	7680	2329	3434	1111	3137	4345	2727	3036	
452	,	2533	6565	2636	7783	6971	3030	5361	8082	2531	2836	1113	3737	3941	2727	3438	
453	,	2531	6367	2636	7576	6369	2630	5165	6678	2121	3438	1113	3153	4345	2727	2636	
