6 14 999 3
WS4
WS7
WS10
WS16
WS20
LS8
LS14
LS15
LS16
LS20
CS13
CS18
CS28
G1A
   1 137177 155157 118994 165167 124126 105105 231232 129133 134140 113993 154154 278288 133135 176194 
   1 133135 157157 104118 165167 122124 101101 231232 133133 134134 115993 128154 290290 131135 186192 
   1 133137 157159 108112 165165 124128 103999 230231 125127 134138 113993 148162 288290 135141 190190 
   1 133137 157157 106112 165167 124128 103999 230234 119133 134138 119993 154158 290292 141143 188188 
   1 135137 157157 110134 167167 124124 107107 231231 129133 134134 115993 152152 290290 135141 176192 
   1 135137 157157 108120 167169 124124 101119 230231 127133 134134 109119 152156 292296 135135 186190 
   1 133137 157157 104124 167167 124124 111999 230238 129129 134134 121125 152160 286290 141145 194194 
   1 127133 157161 120122 165171 122124 103999 230232 127129 134134 993993 152154 288290 139145 190196 
   1 133133 157157 120126 167171 124126 117999 232234 131131 134134 109119 146152 288290 135135 190192 
   1 129135 157157 102118 167171 124124 999999 230232 125125 136138 115993 152164 290294 139141 190192 
   1 133133 157157 116122 165165      0 101107 231244 125127 134138 111113 152152 290292      0 192192 
   1 135141 157157 104136 165165 124124 105999 231232 129135 134134 109119 154162 290292 135135 188192 
   1 129135 157157 118994 167167 124124 111999 230234 129131 136136 103119 162164 290294 131145 186190 
   2 129131 157161 116994 165167 124138 113999 230232 121129 134134 113119 152160 287288 139145 178184 
   2 129135 157157 108132 167169 126128 101115 230236 127129 134134 107993 128156 288294 131145 184190 
   2 127133 155157 114128 165167 124124 107999 232232 131131 134140 115993 160162 288290 135143 192192 
   2 135137 157159 114116 165165 124138 999999 232234 125129 134134 103107 152152 290292 135135 190194 
   2 129133 155157 102110 161167 124124 113999 236236 127137 134140 119121 128158 278288 143145 188190 
   2 135139 157157 108114 165165 122124 119999 230234 125131 134134 111125 128146 288290 135135 174184 
   2 133167 157157 118126 167171 126138 105111 234234 129129 134134 993993 128162 278288 135145 188190 
   2 129137 155157 114116 161167 122124 103105 232234 125125 134134 115993 148162 290290 135141 186188 
   2 135137 155157 108118 167167 124124 101105 230232 135139 134138 119993 156162 290292 131145 176184 
   2 135167 157157 108110 167167 122124 101111 234234 129129 134138 111113 152154 278290 135139 176184 
   2 133133 155157 116118 165165 124124 103105 230232 127129 134134 109993 128154 288290 141145 186194 
   2 135141 157157 110122 165169 122124 107999 230232 133133 134134 993993 152152 278290 135143 192194 
   2 131139 157157 122124 169171 122124 101109 230232 131131 134138 115993 154154 288288 135145 178190 
   2 127135 157157 110112 167167 124124 103107 232236 127131 134138 119125 152154 278290 135135 190190 
   2 137167 155157 102108 167167 124124 999999 232234 127129 134134 103993 154154 289290 135141 186190 
   2 135137 155157 104116 167167 122124 105115 232234 129131 134138 109111 158162 290290 135145 192200 
   2 133133 157157 110114 165167 124138 113999 230230 129131 134136 111113 152156 290290 135141 174176 
   2 133135 157157 110116 161175 124124 101121 230232 119123 134140 113115 146164 288290 141141 184188 
   2 131133 157159 104108 165173 124140 105107 232232 127131 134134 113113 154158 290292 135135 190190 
   2 131139 157157 108118 167167 122124 101117 232234 125129 134134 121993 152156 286290 135141 188190 
   2 135171 155159 116116 165167 124124 105107 232234 131135 134134 103115 146158 290292 135141 194194 
   2 135137 155159 112118 161165 122126 119999 230230 129129 134138 111115 154160 286290 135135 188198 
   2 133135 157157 118122 167171 124126 119999 231232 123131 134138 993993 152156 290294 135143 176196 
   2 135135 157157 122128 167167 124138 105999 232232 129133 134134 113121 154156 286287 141145 190196 
   2 133135 157157 116132 165169 124124 107111 230232 127129 134140 111993 154164 280290 131145 178192 
   2 135179 155155 120126 165165 122124 101107 231242 125129 134138 111995 146152 288290 133145 188192 
   2 135139 157157 108108 165167 124128 115119 230234 129133 134134 113993 128154 288290 141143 188192 
   2 133141 157157 108110 165167 124128 105999 232234 129129 134138 993993 160164 290292 143145 176186 
   2 133171 157159 112114 165165 122132 107111 230232 129133 134134 111995 152154 288292 129133 178184 
   2 133160 157157 110118 161167 122124 103105 230232 125133 134138 993993 128164 278290 125133 188190 
   2 127135 157157 108112 165167 124126 111115 236236 129129 134134 113993 162162 288288 129129 178190 
   2 133173 157157 118128 167169 124126 107111 232234 129129 134134 103993 146152 288292 137145 184190 
