4 9 999 3
WS7
WS10
LS8
LS15
LS16
LS20
CS18
CS28
G1A
   1 156156 118124 102996 112114 130130 996998 278291 126130 176182 
   1 156156 112126 990998 114116 130136 100104 296300 130130 174176 
   1 156156 124128 997999 114116 130136 100114 292302 130134 176190 
   1 150156 124132 991996 114116 130136 102102 303305 130132 176178 
   1 156156 124126 993994 112116 130132 102998 299300 134136 168176 
   1 156158 120128 995998 114116 130132 102998 285301 130134 176178 
   1 156156 112138 994995 112114 130138 100998 293295 126130 176184 
   1 156156 120120 992996 112112 130140 100996 301313 126130 176178 
   1 150156 102130 102998 112112 130132 100100 291291 126130 176178 
   1 150156 116118 994998 112114 130136 106998 291295 126130 180180 
   1 156156 124136 994998 112114 130130 104112 293303 126130 174182 
   1 156156 126128 991996 112112 132142 104114 294304 132136 176178 
   1 156156 118120 996996 114114 130130 106994 312313 130132 176188 
   1 156158 112130 996998 114114 130138 112998 298306 130130 167178 
   1 156156 104136 991998 112116 132136 114122 293293 130130 174174 
   1 156158 126128 104994 114116 132140 102998 297305 130130 190192 
   1 156156 100130 998998 112116 130132 100998 306307 130132 178190 
   1 156156 126136 998998 112116 132134 110114 291294 130136 174176 
   1 156156 104112 100996 112114 130130 102996 291295 126130 178186 
   1 156156 112126 994996 112114 130130 108998 278294 130130 168176 
   1 156156 120126 996996 112114 130130 100998 283295 130130 176178 
   1 156156 126128 996998 112114 130130 998998 304304 132136 170178 
   1 156156 110124 993996 112112 130130 100114 296300 130132 178180 
   1 156156 124128 998998 114114 130142 108122 278305 132134 176176 
   1 156156 122126 993993 114114 132132 102108 285293 130134 178184 
   1 150156 124126 993998 114116 130130 106996 292304 130130 184190 
   1 156158 100130 990991 112114 130138 100102 291307 126130 180182 
   1 156158 106126 992998 112116 136140 100112 302303 130134 176176 
   1 156158 116124 990998 114116 130132 996998 294302 130132 176186 
   1 156156 122134 991995 114114 132132 998998 282289 126130 176190 
   1 150156 120126 990998 112114 130134 102114 303308 126130 182186 
   1 156158 104130 996998 112120 130148 102996 292311 130134 176180 
   1 154156 114126 996998 112112 130140 102998 293300 130132 168176 
   1 156156 126134 995996 114114 130130 108108 291303 126130 186186 
   1 156156 114126 998998 112112 130130 104114 295296 130130 178178 
   1 150156 112126 102998 112114 130136 118998 304306 130134 176178 
   1 156156 102112 996996 112112 132136 102996 285317 130134 174176 
   1 156156 126130 991996 114114 130132 100114 293294 126130 176182 
   1 156156 120120 996996 112114 132136 104998 285307 130130 180194 
   1 156156 120126 100994 114116 130136 112998 294307 130130 176182 
   1 156158 106120 100996 114114 130152 100998 291300 130130 176178 
   1 156156 116124 990997 116116 130130 100106 302311 126130 178186 
   2 156156 120124 994996 114116 130130 104110 293307 126130 176178 
   2 156156 100112 995996 114116 130132 102998 297302 126130 174186 
   2 156156 120130 996996 114114 130132 104112 294298 130132 168168 
   2 156156 112118 994998 112116 130144 100998 287295 130130 176178 
   2 156156 116122 100993 114114 130144 100104 292295 126130 176188 
   2 150156 102122 996997 114114 130144 100100 297309 126130 176186 
   2 156156 130132 996998 112112 130132 100106 293307 130134 176180 
   2 156158 120126 100991 112116 130136 114998 303304 130134 176178 
   2 156156 100136 100100 114116      0 100998 296304 130130 170184 
   2 156156 100130 100996 114114 130132 114114 292304 130130 180186 
   2 156156 124130 996996 112114 130136 100998 299311 130132 174176 
   2 150156 122126 992995 112114 130130 100998 300302 130130 166180 
   2 156158 124124 992996 112114 130136 104998 294305 130130 174174 
   2 156156 122134 993998 112114 130136 100104 304309 126130 176180 
   2 156156 124126 100996 112118 132134 996998 307313 130130 176176 
   2 156156 126128 100996 114114 138142 100108 300303 130130 174182 
   2 150156 122132 993998 114114 130132 108998 285306 130132 176192 
   2 156158 118126 994996 114114 132140 100996 299301 130130 178180 
   2 156158 124128 998998 112116 130136 100100 292302 126130 176190 
   2 156156 110126 100998 112112 130130 100106 306307 126130 170176 
   3 156158 112120 996998 114114 130130 100102 296301 130130 170174 
   3 156156 126128 992992 112114 130130 100118 291294 126130 178178 
   3 156156 120130 100992 112114 132136 100102 305305 126126 180182 
   3 156156 126126 993994 112116 130130 108996 301301 130130 174180 
   3 156156 104128 100992 114114 130130 100998 305310 126130 168182 
   3 156156 120130 102106 114114 130130 100112 305313 130130 178178 
   3 156158 120126 990996 114114 130130 100996 285307 126126 174178 
   3 156161 126128 994996 114114 140142 100998 293303 134136 170180 
   3 156156 112118 998998 112112 130130 100100 293303 126130 178184 
   3 156156 102130 996996 114114 138146 104998 291308 130130 176182 
   3 156156 104128 998998 114116 130136 114996 304307 130134 190196 
   3 156156 118126 996998 112116 130136 104108 297305 130130 174180 
   3 156156 128136 996996 114114 130130 996998 291294 130130 174178 
   3 156158 118126 996998 114114 132138 106108 305307 126130 174176 
   3 156156 100112 996998 112116 130130 102996 285305 130130 170180 
   3 156156 100120 100102 114116 130152 100100 285303 130130 178188 
   4 150158 124126 100992 112114 130136 100100 300312 126130 176192 
   4 156158 122136 996997 114114 130130 100104 297305 130132 178180 
   4 150156 124126 100996 114116 130132 100998 289292 126134 178184 
   4 156156 116122 998998 112116 130134 100100 293298 126130 174184 
   4 156156 108136 996996 112114 132146 106114 300309 126130 174176 
   4 156156 114122 995996 114116 130138 100100 295301 130130 180182 
   4 154156 102124 998998 114114 130140 104998 296301 130130 176180 
   4 156158 102124 995996 114114 130130 100998 293293 130132 178192 
   4 156156 118118 996998 114114 130132 100100 309309 130130 174180 
   4 156156 126128 998998 114118 130130 102118 305305 130130 180186 
   4 156158 124132 996998 112114 130144 104118      0 126130      0 
   4 156156 126126 996998 114128 130138      0 288290 130132 176180 
