Title Line: genotypes          
L_Orr16          
L_Orr7          
L_Orr9          
L_Orr11          
L_Orr23          
L_Orr3          
L_Hg61          
L_Hgdii          
L_Hg36          
L_SGPv9          
POP          
1, 206210 204210 206206 150154 169169 142144 150156 121121 075075 167169
1, 000000 206214 206206 150150 165169 142142 150152 121121 075081 165169
1, 198206 208216 210214 150150 169169 140142 150156 121121 075075 167169
1, 206210 202214 206214 150152 165169 136140 150156 121135 075075 169169
1, 198206 210216 210210 150150 165165 142142 150150 121121 075075 165169
1, 198206 210216 210210 150150 165165 142142 150150 121121 075075 165169
1, 198210 198214 206206 152152 165169 136142 150150 121121 075075 165165
1, 206206 208216 206210 150150 169169 142144 150152 121125 075075 165169
1, 206210 202210 210212 150150 165165 140142 150156 121123 075075 169169
1, 206210 206210 206210 152156 165169 142142 152156 121121 075075 165169
1, 206206 210216 206210 152156 175175 142144 150156 121121 075075 169173
1, 198198 198208 212214 150150 169177 142144 150150 121125 075075 165169
1, 204212 198198 206210 150158 175175 142142 154156 121121 075075 165165
1, 198204 208210 206212 150150 165175 136142 150152 121123 075075 165167
1, 206212 206208 214214 150156 165175 136142 150150 123123 075075 167169
1, 196198 200200 210214 000000 177177 000000 152154 121121 075081 167169
1, 196202 200206 210210 000000 175177 000000 150152 121121 075075 000000
1, 202212 200206 210212 152154 165175 136142 152152 121121 000000 000000
1, 198198 206206 210212 150150 175175 142144 000000 121121 000000 000000
1, 208214 208210 210214 152154 169175 144144 000000 119119 000000 000000
1, 196196 208214 210215 148152 169175 136136 000000 121121 000000 000000
1, 198212 206208 206212 000000 169169 000000 150152 121121 075075 000000
1, 198212 206210 210210 000000 165175 000000 150150 121123 075075 000000
1, 198214 208208 206215 150150 175177 000000 150150 000000 000000 167167
1, 000000 198202 000000 150154 175177 142142 150152 121121 075075 167167
1, 210212 202212 206210 000000 171177 000000 150150 121121 075081 167169
1, 198198 200218 210210 152152 165175 140144 150150 121121 000000 000000
1, 212214 206210 210212 150150 175177 000000 152154 121121 000000 167167
1, 198212 200200 210212 154156 175177 142142 150152 000000 000000 000000
1, 210212 200208 210210 148150 169175 142144 150150 121121 075075 000000
1, 198210 198210 212214 150152 169169 144144 000000 121123 000000 169169
1, 212212 206210 210212 150150 175175 144144 000000 121133 000000 165165
1, 212214 200218 000000 150150 165175 142144 150152 121133 075075 167169
1, 198208 206206 000000 150154 165165 142142 150156 121121 075075 165169
1, 198212 198216 000000 150154 175177 140142 150150 121121 075075 165169
1, 210212 198210 210210 150154 169175 142142 150152 121121 075081 167167
1, 198198 200210 206210 150150 165165 142144 150152 121133 000000 167167
1, 196214 198210 000000 152154 175175 142142 150152 121121 075075 165167
1, 212212 198216 000000 148152 175177 142144 150152 121121 075075 167169
1, 198202 208218 212212 150150 177177 136142 000000 121133 075075 167169
1, 196214 202212 210214 150150 175177 136142 000000 121121 075075 167167
1, 210212 202208 210212 150150 177179 142142 150152 000000 075075 167169
1, 198212 198210 210214 000000 175177 136136 150150 121133 075081 167167
1, 198212 200210 210212 150150 177177 000000 150152 121121 075075 167167
1, 198212 204208 212212 150150 177177 000000 150152 117121 075075 167169
1, 202212 202202 210214 150152 175177 140144 150152 121121 000000 165169
1, 212212 204206 206214 150152 177181 000000 150150 121121 075081 167167
1, 198210 206210 210210 148150 175181 136142 152154 121121 075075 000000
1, 208212 208210 210212 150150 165175 140142 150150 121121 075075 167169
1, 198214 202204 210212 150150 165177 138140 150150 121121 075075 167169
1, 198202 200206 214214 148152 175181 142142 150150 123125 000000 169169
1, 208212 204210 212214 150150 175175 142142 000000 121121 075075 165169
1, 198212 208210 212215 150152 171175 142142 150150 121121 000000 169169
1, 198212 200212 212212 150154 169175 138144 150154 121121 000000 167167
1, 202212 206208 212212 150152 175175 136142 150150 121121 000000 167167
1, 000000 196218 210214 152154 169177 142144 150150 121121 075075 165169
1, 198210 206216 214214 150152 169177 142142 152154 125135 075075 167173
1, 198214 206208 210212 150152 175177 136144 150150 121121 000000 169169
1, 208214 200204 210214 150152 175175 142142 150150 121121 000000 165167
1, 210212 204210 210212 148150 169175 142144 150154 121121 075075 165169
1, 198214 192200 212212 148150 177181 140144 150150 121133 075075 167169
1, 212212 208210 210214 150150 177177 144144 000000 121121 075075 167169
1, 198202 200204 210210 150152 165175 138144 150150 121121 000000 167169
1, 198208 200206 208210 150154 175177 142142 150152 121121 075075 165167
1, 212212 210216 210214 152154 173177 140144 150150 121123 075081 167169
1, 198212 204210 210214 150154 173177 140144 150152 121121 075075 165167
1, 208208 200200 210210 150152 175175 136142 150150 121121 075075 169169
1, 204208 198208 210212 150154 175181 146146 150154 121121 075081 165169
1, 196198 200204 210212 150154 169175 140148 152152 121121 075081 165167
1, 196212 206208 210210 150152 169169 140142 152152 121121 075075 165167
1, 204212 204208 212214 150152 177177 140146 150150 121121 075075 167167
1, 202214 200202 210210 148152 173177 142144 150152 121121 075081 167167
1, 204212 206216 210212 150150 173175 142142 150150 121121 075075 167169
1, 196202 200204 210212 152154 165175 142144 150150 121121 075075 167167
1, 198210 210216 212212 148150 173175 142142 150152 121121 075075 167173
1, 198214 200204 210214 150158 169181 140142 150150 121121 081081 167169
1, 198210 210210 210210 150150 173175 142142 152152 121121 075075 165169
1, 212214 210210 210212 150150 165181 140144 150152 121123 075081 167167
1, 196214 206208 210210 150152 165175 142144 150150 123133 075075 167167
1, 198202 208210 210212 144154 165173 136140 150150 121121 075075 165167
1, 196212 208208 206212 150152 175177 142148 150150 121121 075075 165167
1, 196198 210212 210210 144154 165173 136140 150150 119121 079081 167167
1, 198198 200204 206215 150152 175177 142148 150150 121121 075081 165167
1, 198202 216218 206210 148154 175175 142142 150152 121121 075079 165165
