title Steller's sea lion														
Locus Hg6.3														
Locus Hg8.10														
Locus Pv11														
Locus PvcE														
Locus M11A														
Locus M2B														
Locus Hg1.3														
Locus Lw10														
Locus SSL15														
Locus Orr1														
Locus Lc28														
Locus Orr8														
Locus Hl4														
Pop														
556	,	8181	7274	7082	3238	5866	5258	5456	6977	8282	4658	6468	5658	4347
557	,	8181	7474	8284	3032	6060	5466	5454	7175	8282	4658	6468	5056	4351
558	,	8183	7274	7070	3236	5666	5256	5454	6973	8082	4848	5472	5656	4751
559	,	8181	7476	7084	3036	5860	5460	5254	7173	8282	5456	6464	5056	4347
560	,	8181	7474	8284	3436	5662	5456	5454	7175	8082	5050	6464	5658	4347
561	,	8181	7478	7084	3234	6066	5458	5454	7177	8084	4654	7072	5054	4347
562	,	8181	7274	7084	3234	6060	6060	5454	7177	8282	5054	6468	5052	4751
563	,	7781	7474	7084	3236	6066	5454	5454	7171	8284	4648	6464	5056	4343
564	,	8181	7676	7070	3232	5658	5252	5254	6977	8080	4856	6870	4242	4351
565	,	8181	7474	7084	3434	5860	5656	5456	7177	8082	4648	6464	5056	4347
566	,	8181	7476	8284	3236	6666	5656	5254	7171	8080	5458	6470	4656	4347
567	,	8181	7474	7082	3436	6066	5456	5456	7171	8080	5858	6470	5056	4747
568	,	7777	7474	7084	3434	5862	5860	5458	6973	8082	5656	6870	4850	4351
569	,	7581	7274	7070	3236	5664	5260	5456	7171	8080	4854	6464	5658	4143
570	,	7781	7276	7070	3036	5862	5252	5454	7171	8082	4460	6470	4656	4351
571	,	8181	7272	8484	3236	6062	6062	5454	7173	8686	4648	6464	5052	4343
572	,	8181	7474	7070	3038	5660	5260	5454	7177	8080	4454	7070	4254	4747
573	,	8181	7274	7082	3236	6062	5456	5456	7171	8082	4656	6468	5054	4749
574	,	8181	7474	8484	3034	5664	5256	5454	7177	8282	4648	6468	5052	4749
575	,	8181	7474	7082	3434	5660	5664	5454	7379	8282	4656	6468	5656	4747
576	,	8183	7474	7070	3436	5860	5256	5456	6975	8282	4856	6464	4850	4347
577	,	8181	7274	7084	3236	5656	5660	5456	6973	8082	4856	6468	5056	4347
578	,	7781	7476	7084	3434	5666	5860	5256	7171	8082	4654	6464	5656	4343
579	,	8181	7476	7082	3436	6064	5256	5454	7171	8282	4648	6468	5656	4347
580	,	8181	7474	7084	3442	5662	5656	5454	7171	8082	4854	6464	4850	4347
581	,	8181	7476	7082	3636	5660	5260	5454	7173	8282	4456	6868	4650	4347
582	,	8181	7274	7082	3842	6062	5256	5454	7171	8080	4856	6468	5254	4747
583	,	8181	7274	7070	3434	5860	5664	5454	7171	8082	4648	6464	5656	4343
584	,	8181	7276	7082	3234	6466	5656	5458	6969	8082	5458	6464	4250	4347
585	,	8181	7474	8284	3436	6066	6064	5252	7173	8080	4858	6464	5056	4347
586	,	8181	7676	7084	3234	5864	5666	5454	6971	8084	4648	6468	4850	4749
587	,	8181	7474	8284	3436	5858	6064	5254	7375	8082	4648	6472	0000	4749
588	,	7581	7476	7082	3434	5860	5256	5456	7173	8082	4660	6464	4648	4343
589	,	8181	7474	8284	3442	6066	5260	5456	5775	8282	4646	6470	4856	4347
590	,	8181	7676	7084	3436	6060	5254	5458	7173	8282	4654	6464	5456	4347
591	,	8181	7274	7082	3234	5662	5260	5456	7173	8082	5458	6472	5056	4747
592	,	8181	7474	7070	3434	6266	5460	5456	6971	8080	5458	6470	5056	4347
593	,	8181	7276	7084	3434	6262	5456	5454	7177	8282	5656	6872	5656	4747
594	,	8181	7474	7082	3436	5860	5664	5456	7177	8084	4648	6464	5056	4347
595	,	8181	0000	7084	3234	6060	5056	5454	7177	0000	4648	6472	4850	4749
596	,	8181	7274	7084	3436	5662	5454	5056	7173	8284	4648	6470	5056	4347
597	,	8181	7274	8284	3636	6066	5662	5254	6971	8082	4848	6468	5056	4347
598	,	8181	7474	7070	3234	6060	5254	5456	7377	8080	4454	6464	4852	4347
599	,	8181	7274	8284	3436	6466	5456	5454	7173	8282	5460	6472	4250	4343
600	,	7581	7476	7082	3032	5862	5860	5454	6971	8282	4858	6468	5056	4751
601	,	8181	7476	7084	3234	6060	5464	5454	7177	8082	4658	6472	5656	4749
602	,	8181	7274	7084	3436	5860	5658	5454	7173	8080	4856	6464	4250	4347
603	,	7781	7476	7084	3436	6266	5254	5454	7373	8080	4858	6468	5260	4349
604	,	8181	7274	8484	3036	5866	5658	5458	6971	8082	4848	6464	4850	4347
605	,	8181	7274	7070	3434	5666	5864	5254	7373	8080	4848	6464	4848	4347
606	,	8183	7474	7084	3434	6464	5660	5454	7173	8082	4648	6470	5056	4347
607	,	8181	7676	8484	3034	6666	6464	5458	7171	8080	4848	6464	4848	4751
608	,	8181	7474	7070	3034	5860	5060	5454	7777	8080	4648	6464	4856	4749
609	,	8181	7476	7084	3436	6464	5254	5054	7177	8080	4648	6466	5254	4747
610	,	8181	7274	7082	3034	6066	5456	5454	7177	8080	4646	6464	5056	4347
611	,	8181	7476	8484	3232	6266	5666	5254	7173	8082	5454	6470	4856	4351
612	,	8181	7474	7084	3636	6064	5058	5454	7373	8082	4656	6468	5656	4347
613	,	8181	7276	7082	3236	5864	5260	5454	7171	8082	4854	6470	4656	4347
614	,	8181	7276	8284	3238	5862	5254	5454	7373	8082	4848	6464	5056	4749
615	,	8181	7272	7070	3236	6466	5254	5454	7171	8282	4654	6872	5660	4347
616	,	8181	7272	7070	3032	6262	6064	5454	7171	8282	4654	6464	4856	4747
